1,André Rieu - Figaro Cavatina,291.265306,139.77693256578948,44899.0,646.2423300165838,0.10650104616063266,0.0011025568908816035,0.032907111286778604,1927.2376452249516,126413.95144726899,355.376912924929,3316.7637220191164,697043.0776806435,821.9707457912414,0.5284696519374847,0.0681588426232338,0.26106642186641693,0.47817364333942924,0.07568083692123082,0.27509759831648467,0.2602167956602356,0.015607441226221423,0.12470103775454477,-5.1157920360565186,1331.1558227539062,36.370351791381836,0.000909042137209326,3.0822399854660034,1.7556305527687073,3.394293189048767,738.5317993164062,27.074833869934082,0.007285644534856172,0.007329773759375754,0.08555737635605812,1794.4567903014065,108187.9205732191,325.97581590880236,20.758705224056662,47.775853717570115,6.911121926492605,-4.221846393193118e-05,0.00916098803281784,0.0955091193318367,-0.00019076777243753895,0.003121629706583917,0.05564340762794018,classical
2,"Antonio Vivaldi - Concerto No.4 in F minor, Op.8",223.399184,139.77693256578948,44353.5,642.9357705520018,0.11135939894295484,0.0013685175962860775,0.036617447018698915,1921.8989507316446,143544.22688036476,377.86204161285985,3441.1421526988292,626956.2285380474,782.7904064960961,0.4662313684821129,0.06690976489335299,0.25849754363298416,0.44803763656536677,0.07666662380967534,0.2768794620208782,0.24599701356937523,0.022609699107732452,0.1483893223156564,-3.952337145805359,1590.7340393066406,39.65908241271973,-0.000784710020525381,2.828118920326233,1.6799149811267853,3.6326225101947784,2370.795608520508,39.757816791534424,0.008020706165909634,0.008161457001893514,0.08987623003962553,1819.8943172164852,84701.54061185214,283.64073444518147,23.14570695884747,53.948394896032454,7.3295273532836305,-2.02564734763655e-05,0.012878990964964032,0.10928441770374775,-8.812332958996194e-05,0.00175482295526308,0.03723523090593517,classical
3,"Bach - Cello Suite No. 1 in G Major BWV1007",567.823673,143.42876233552633,45160.166666666664,640.038489665914,0.09129471856078218,0.0010648182448077894,0.03153584514393041,1628.2607367033604,119622.6328488055,341.0180749927002,2917.0843318737448,489919.93142756127,676.7223501955888,0.46250152091185254,0.06609309526781242,0.25695817172527313,0.4302899395036451,0.077660652005989,0.27865308304620545,0.242310995039999,0.024450768043345266,0.15482774843920097,-5.187065760294597,1998.4767456054688,44.093125661214195,-0.0008981497085187584,2.5303024450937905,1.5833610892295837,2.7435253957907357,1607.365311940511,29.431548992792766,0.0007808446222503576,0.008528840678817597,0.09199230089872608,1653.9787613970614,71318.35551351064,259.3832733214042,23.684857207991456,47.037755537781656,6.806997289138244,-1.3604776844052443e-05,0.009827229000317553,0.09305532090365887,-6.0050073386719305e-05,0.0012001335332267142,0.02798800387730201,classical
4,Beethoven - Fur Elise,177.240816,142.5158048930921,44643.0,640.8459349856208,0.08049821872933183,0.0009063852349134591,0.028318153153350453,1386.8693587002736,100442.40897870775,302.9269549796829,2420.6711401172174,399781.9797690107,592.9303138276391,0.43748893588781357,0.06834745733067393,0.26122937723994255,0.4238490295651891,0.07795240234963967,0.27917744058339516,0.23969996022379808,0.02572955795071583,0.15910084256241164,-5.81513249874115,2685.612747192383,50.28179359436035,-0.0007057931798044592,2.460243657231331,1.5618636012077332,2.241012081503868,1217.559653520584,23.737787425518036,0.005992115001733097,0.009499835538560524,0.09684454159158744,1410.7964165896553,64274.497847520695,242.33194143937988,24.04114641494311,48.67543755929604,6.93416584549772,-1.2582893305079779e-06,0.00805308754206635,0.08277910575270653,-2.4444061139661244e-05,0.0009226492875313852,0.023348137619905174,classical
5,Beethoven - Silence,595.774694,135.5458470394737,39714.0,622.0357145538462,0.07482558061881793,0.0007754879215239543,0.025825559335676113,1287.8565733057517,84935.46738444675,271.91455554036236,2282.7628463551437,340135.39934662357,537.4087013546019,0.43662316501140597,0.0675643716007471,0.2597103029489517,0.4192949623096859,0.07690243953585987,0.2772671501522751,0.23689530010103788,0.0270629759336793,0.16327293050887914,-5.537140035629273,2811.667834472656,51.73758049011231,-0.0008594857761636376,2.181208974123001,1.4557028234004974,1.9469754874706269,995.915355682373,20.89872512817383,-0.0010173385008117452,0.009642771023635397,0.09767444468131889,1332.7596980581443,53737.39976204187,215.07236368519844,24.464332581422514,51.78175416259978,7.149596705980261,-1.1644739942084924e-06,0.007047652825713157,0.0770061157643795,-2.0867206751518096e-05,0.0007480642259906744,0.02007655049674213,classical
6,"Chopin - Nocturne op.9 No.2",269.296327,133.97538034539474,39082.583333333336,621.4447860230676,0.07072662110698474,0.000681446491889052,0.02391665095527198,1187.4506573691153,73717.11339591334,248.67123183533167,2065.4134549140535,293656.5962344961,489.0539089008141,0.4179619053999583,0.06846350835015376,0.26144123325745267,0.41370058981160124,0.07736203560500803,0.2780936184796731,0.23534959188469415,0.02780468141247037,0.16564059397763678,-6.268405397733052,3234.6494649251304,55.296823819478355,-0.0009521831234451383,2.236638233065605,1.4773323088884354,1.669687741746505,832.3442876338959,18.037230730056763,0.0014482071925579273,0.01030206630436743,0.10082915023555566,1230.954678762994,48526.2388608795,204.1844336791386,24.600438142156595,50.94102740732856,7.097351955343659,-3.500550329960106e-05,0.006050303733597199,0.06959377198169629,-2.9414606359523532e-05,0.0006289615412242711,0.017690117742555838,classical
7,"Chopin - Spring Waltz (Mariage d'Amour)",311.14449,136.62559107730263,39534.642857142855,620.7810289892035,0.0704977301214306,0.0006643403635196983,0.023869868871495226,1132.761510138395,65730.29383137084,232.10124743305818,1960.7187619656313,259437.93661612124,452.1704065539781,0.4144561780350549,0.06844615164612021,0.2614333650895527,0.41572437764977677,0.07689913576239442,0.27725906729932215,0.23521491239917872,0.02788447839258301,0.16601743411693465,-6.714054959160941,3484.330330984933,57.477211815970286,-0.0009406715648115746,2.114253908395767,1.4340851519789015,1.4786920792290144,714.0335067170007,15.750683963298798,0.00047303345746083206,0.010428112548761062,0.10151641690411724,1149.2442773072446,43701.599649381424,191.87727253486742,24.806855212537215,49.82644559781154,7.021698956551788,-3.038525965288435e-05,0.00537863588293216,0.06488559528120927,-3.2061948242504256e-05,0.0005437871446442191,0.015978314015748247,classical
8,"HAUSER - Air on the G String (J. S. Bach)",308.741224,135.38820549631805,39614.5,623.5131739116159,0.06856252201766257,0.0006205612423147323,0.023097542827868613,1129.2775833567955,63875.60114560618,230.52036473104465,1967.0165171181407,252543.79023520264,450.8760135801079,0.4101992715150118,0.06842877552844584,0.26142040081322193,0.4161410779100027,0.07669861892432296,0.2768999495329885,0.23464141997317986,0.028164503040624345,0.1669481882921899,-5.916327165672556,3245.744239807129,55.24092149734497,-0.000825111688754987,1.9938843585550785,1.3889475129544735,2.236295781098306,1126.7704377621412,21.516009844839573,-0.0005408195871072951,0.010354504192751995,0.10122302656288257,1184.1209679888655,42846.457905561634,191.39736980291565,24.898017183212694,47.62632947270811,6.853580537964966,-2.652119251411733e-05,0.008590964382165112,0.07869657245464623,-3.1197361842316695e-05,0.000502278312069393,0.01578466236242093,classical
9,Jay Z - Empire State of Mind,277.446531,134.70054030228272,39714.38888888889,625.2057811053766,0.07555307037710342,0.001073960893420349,0.028018987713128343,1307.9095271971764,132576.15149466248,295.72404722595013,2385.0893777108886,488430.5098070736,571.887946833598,0.4325675947798623,0.06642183537284534,0.2573056485917833,0.43027663773047564,0.07648602308310413,0.2764688929055925,0.2375627096609464,0.026718220187199732,0.16186416347969318,-4.808645250275731,2921.871307373047,51.12409379747179,-0.0007352202293178481,2.3075043393505945,1.4780895411968231,7.297403619521194,12017.266864816347,54.07842639419768,-0.0017193231926150166,0.009795969272946356,0.09801177335889608,1347.5666246527069,52455.48334968235,210.08436854971282,24.347831047747405,47.43004044527578,6.844188708952393,-3.3340941618418026e-05,0.01765408140555438,0.10307011608448294,0.0001404048670426366,0.008509142101603275,0.043871088289759226,hiphop
10,"Johannes Brahms - Hungarian Dance",201.613061,135.2081795286334,40000.8,626.210208568975,0.07872848490099442,0.001099284217046218,0.028794179927527624,1360.590142398109,143844.33895227028,314.26867868174287,2512.8030730183355,540753.2309571302,611.566260134324,0.43582113534212114,0.06545557100325823,0.25537821352481843,0.43317673961087094,0.07583864143047764,0.2752817854019233,0.2382034928053713,0.026426515371294305,0.16109682413794052,-4.490913851745427,2735.9514862060546,49.271525382995605,-0.0006064295783289708,2.3132532328367232,1.4823525220155715,7.070317833870649,10870.089683949947,51.00616686940193,-0.002463726975043863,0.009706570664921551,0.09763433821121202,1393.4136768440778,58559.80370300145,221.8771665271825,24.39585614446451,53.454380376160714,7.196066718899513,-3.0309238659498306e-05,0.0176653643255122,0.10607693064957857,0.0001223628612194716,0.007835868848269456,0.043691947241313756,classical
